,0,1,2,3
0,243.2295890410959,185.67616438356166,129.69095890410958,Orange
1,247.42991710625472,153.31688018085907,33.785229841748304,Orange
2,196.9604,167.7383,63.9483,Orange
3,239.72453954496208,152.7900866738895,26.93201516793066,Orange
4,218.2542631712904,158.35352506999237,85.148129294986,Orange
5,243.62553382782647,142.20206788042256,67.47066756574512,Orange
6,223.94524825647966,133.64369730404914,64.35193088373062,Orange
7,239.72453954496208,152.7900866738895,26.93201516793066,Orange
8,203.3977,198.1013,185.3224,Orange
9,214.85985482970406,110.11613623673925,29.987716359575657,Orange
10,218.33307692307693,139.17538461538462,59.979807692307695,Orange
11,223.46280541012217,129.1896815008726,56.96345986038394,Orange
12,200.6891,193.8785,176.0136,Orange
13,209.13972179289027,153.5904173106646,87.95981452859351,Orange
14,201.0745,196.5714,188.0143,Orange
15,235.14734618431476,168.95827832057037,59.15394771587008,Orange
16,232.05486689697216,155.63889453363137,86.94391383865069,Orange
17,213.7732828369771,153.67188844895853,103.5665346875538,Orange
18,241.5830651151275,191.99975241396385,110.14434265907403,Orange
19,235.45306633291614,164.55652899457655,92.65602836879432,Orange
20,220.34368583162217,168.63655030800822,86.88013347022587,Orange
21,240.5560999510044,163.6580107790299,51.733219010289076,Orange
22,222.92757827348206,109.47964389316795,9.51445433630089,Orange
23,217.41017454235845,139.8976160068114,42.67326521924223,Orange
24,218.83007430582714,157.3570590535784,84.07156824403597,Orange
25,235.14734618431476,168.95827832057037,59.15394771587008,Orange
26,224.78485726106743,148.98303682250724,91.71659081505999,Orange
27,248.94892307692308,180.41723076923077,40.35753846153846,Orange
28,201.4793,197.0354,191.5386,Orange
29,203.23063623789764,139.14349930843707,60.79598893499308,Orange
30,208.92758158247653,120.84801072865444,76.42221725525258,Orange
31,217.41017454235845,139.8976160068114,42.67326521924223,Orange
32,201.9949,196.7547,177.5888,Orange
33,243.89809725158563,139.25243128964058,50.68033826638478,Orange
34,213.09991442019682,161.28818998716304,82.40158322635858,Orange
35,222.92757827348206,109.47964389316795,9.51445433630089,Orange
36,244.18742466854158,155.01426275612695,89.01305745279228,Orange
37,200.8316,193.0443,183.9807,Orange
38,204.04890764647467,104.64572989076464,53.81206554121152,Orange
39,219.36433260393872,157.7527352297593,81.63949671772428,Orange
40,227.15037456605154,169.68627809245388,62.414580668737436,Orange
41,214.14254108723136,135.50790139064475,24.991466498103666,Orange
42,203.3442,198.1012,184.4329,Orange
43,228.8866507340389,167.88630932058723,92.29498122226016,Orange
44,222.42142203234667,148.00122062862374,38.81873664937443,Orange
45,240.16112716763007,157.58501926782273,68.32610789980733,Orange
46,187.80378416257884,80.07077785564121,11.931825007508259,Orange
47,238.2245199409158,144.23682914820284,53.09896602658789,Orange
48,241.13905579399142,168.5871244635193,88.45343347639485,Orange
49,243.89809725158563,139.25243128964058,50.68033826638478,Orange
50,200.8091,198.1235,168.4713,Orange
51,240.7252396166134,193.19089456869008,119.98642172523962,Orange
52,229.2934007134364,151.58412604042806,25.648929845422117,Orange
53,240.57634854771786,164.07344398340248,90.05684647302904,Orange
54,203.286,199.2481,190.9924,Orange
55,220.4581292278983,145.89479822719852,15.197807324469325,Orange
56,239.932193567082,166.64532019704433,86.89365401332947,Orange
57,220.2033550154057,144.92160219103047,32.20746319753509,Orange
58,232.67773908384677,165.58987409590142,65.0447361371551,Orange
59,223.41520467836258,159.24379915305505,39.45755192579149,Orange
60,199.8908,188.355,176.0781,Orange
61,218.02536461636018,145.9996829422955,44.67786937222574,Orange
62,236.90543864443836,163.07652364033888,43.77425526100027,Orange
63,225.13615384615386,167.78871794871796,86.90230769230769,Orange
64,243.02606505311576,162.57189793012813,25.595115540466544,Orange
65,190.35676379293082,79.90617803144087,3.106238109542405,Orange
66,246.68152651131373,161.80074299223236,57.5694022289767,Orange
67,231.7269993986771,178.75646422128682,111.93084786530366,Orange
68,203.0991817505579,103.79915695512025,53.0238036201339,Orange
69,197.8234,176.8004,131.2807,Orange
70,219.97270685783383,149.16842287096216,56.216617723268264,Orange
71,223.46280541012217,129.1896815008726,56.96345986038394,Orange
72,204.50228171585033,99.11013081837542,16.541324409289118,Orange
73,223.69237766054212,161.9199563398217,46.835728579225034,Orange
74,201.6528,186.9072,115.9184,Orange
75,246.68152651131373,161.80074299223236,57.5694022289767,Orange
76,229.0027045300879,173.41086319585307,90.93125986026594,Orange
77,228.8866507340389,167.88630932058723,92.29498122226016,Orange
78,200.43279206134414,120.82611637347767,88.07758231844835,Orange
79,201.0931,194.3112,153.6276,Orange
80,241.99364502950522,180.26100771674987,80.73150249659555,Orange
81,237.3415791257201,164.23517451711285,44.935953913927484,Orange
82,237.48322306238185,142.71313799621927,39.505907372400756,Orange
83,202.2335,196.7711,167.1591,Orange
84,236.90543864443836,163.07652364033888,43.77425526100027,Orange
85,217.35700575815738,146.42226487523993,66.84952015355087,Orange
86,220.4581292278983,145.89479822719852,15.197807324469325,Orange
87,217.39321822989578,163.7696375797169,118.97277959247161,Orange
88,218.02237832413448,109.31339688911189,17.777722027094832,Orange
89,239.72453954496208,152.7900866738895,26.93201516793066,Orange
90,218.02539404553414,165.19767950963222,77.82574430823118,Orange
91,202.5018,198.7438,191.8065,Orange
92,196.9206579583938,110.3638122883406,74.01185292694727,Orange
93,236.36970488946966,161.9921594250245,31.835456822389197,Orange
94,240.16112716763007,157.58501926782273,68.32610789980733,Orange
95,236.939986203725,149.80501264658542,61.527707518969876,Orange
96,217.41017454235845,139.8976160068114,42.67326521924223,Orange
97,226.96669297553277,135.06219415943173,74.11917916337806,Orange
98,244.81589147286823,163.0673449612403,49.7218992248062,Orange
99,237.53049504950496,149.2651485148515,91.84039603960396,Orange
100,190.35676379293082,79.90617803144087,3.106238109542405,Orange
101,237.86729663106,145.96220213640098,55.087510271158585,Orange
102,190.5043,156.3348,61.8912,Orange
103,248.75231531337496,178.86021968554815,58.578505276760716,Orange
104,202.8502,195.3112,181.1917,Orange
